imgurl,date,playerurl,title,bnumber,issue,assetindex
https://dlcs.io/iiif-img/2/1/825587ab-8c74-4d15-a4a6-bd32fe6c828c/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-06-24T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1090&s=0&cv=11,"The chemist and druggist, issue 3359 - 24. June 1944",b19974760,1090,11
https://dlcs.io/iiif-img/2/1/4789ff6a-4494-438a-8223-efd7dd688617/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-07-01T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1091&s=0&cv=17,"The chemist and druggist, issue 3360 - 1. July 1944",b19974760,1091,17
https://dlcs.io/iiif-img/2/1/b0dfb450-ed8d-47d5-b8ec-1aca657a15aa/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-08-05T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1096&s=0&cv=9,"The chemist and druggist, issue 3365 - 5. August 1944",b19974760,1096,9
https://dlcs.io/iiif-img/2/1/680aa403-97b0-4f6a-ba17-e975720ecb61/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-08-26T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1099&s=0&cv=14,"The chemist and druggist, issue 3368 - 26. August 1944",b19974760,1099,14
https://dlcs.io/iiif-img/2/1/254fe593-1c3a-443b-a70c-271bd60b157b/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-09-02T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1100&s=0&cv=13,"The chemist and druggist, issue 3369 - 2. September 1944",b19974760,1100,13
https://dlcs.io/iiif-img/2/1/9471436a-7dce-4207-a4d6-55e413de0c82/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-10-07T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1105&s=0&cv=12,"The chemist and druggist, issue 3374 - 7. October 1944",b19974760,1105,12
https://dlcs.io/iiif-img/2/1/6a2f36f9-54be-4466-87d3-17c6c35efa95/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-11-04T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1109&s=0&cv=38,"The chemist and druggist, issue 3378 - 4. November 1944",b19974760,1109,38
https://dlcs.io/iiif-img/2/1/6222906f-8c0e-487f-9121-67c878748afc/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-12-02T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1113&s=0&cv=12,"The chemist and druggist, issue 3382 - 2. December 1944",b19974760,1113,12
https://dlcs.io/iiif-img/2/1/96525dce-9ea1-4904-b052-24e4d83d280c/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-12-09T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1114&s=0&cv=13,"The chemist and druggist, issue 3383 - 9. December 1944",b19974760,1114,13
https://dlcs.io/iiif-img/2/1/617fb6e4-4739-4765-b384-62fa91e2e559/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1944-12-16T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=1115&s=0&cv=13,"The chemist and druggist, issue 3384 - 16. December 1944",b19974760,1115,13
