imgurl,date,playerurl,title,bnumber,issue,assetindex
https://dlcs.io/iiif-img/2/1/16721d31-58cb-4701-81c4-a164d0d0d7c6/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-02-13T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=435&s=0&cv=41,"The chemist and druggist, issue 2714 - 13. February 1932",b19974760,435,41
https://dlcs.io/iiif-img/2/1/95064bd6-0d5f-41b4-a163-91d0bfdfe42d/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-02-13T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=435&s=0&cv=70,"The chemist and druggist, issue 2714 - 13. February 1932",b19974760,435,70
https://dlcs.io/iiif-img/2/1/08f99789-03bc-4b23-a856-2fdbeae3e30c/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-02-27T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=437&s=0&cv=9,"The chemist and druggist, issue 2716 - 27. February 1932",b19974760,437,9
https://dlcs.io/iiif-img/2/1/2b6fc0a6-f991-43cd-96ac-219f84a651b6/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-02-27T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=437&s=0&cv=12,"The chemist and druggist, issue 2716 - 27. February 1932",b19974760,437,12
https://dlcs.io/iiif-img/2/1/8fb94d44-b017-4244-abf7-c4b4c88bfe0f/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-03-12T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=439&s=0&cv=43,"The chemist and druggist, issue 2718 - 12. March 1932",b19974760,439,43
https://dlcs.io/iiif-img/2/1/0e47e379-52e0-42b6-a651-fb47e72b6dd7/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-09-17T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=466&s=0&cv=5,"The chemist and druggist, issue 2745 - 17. September 1932",b19974760,466,5
https://dlcs.io/iiif-img/2/1/56622748-786a-47de-a43a-0e867d38e21e/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-09-17T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=466&s=0&cv=45,"The chemist and druggist, issue 2745 - 17. September 1932",b19974760,466,45
https://dlcs.io/iiif-img/2/1/c4895e2b-79b0-460b-894f-0f1f5e66ed4e/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-10-15T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=470&s=0&cv=9,"The chemist and druggist, issue 2749 - 15. October 1932",b19974760,470,9
https://dlcs.io/iiif-img/2/1/8c668007-7eeb-4c60-8a5b-d2a0872caa1b/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-10-15T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=470&s=0&cv=85,"The chemist and druggist, issue 2749 - 15. October 1932",b19974760,470,85
https://dlcs.io/iiif-img/2/1/a00b2757-6c3f-479c-ae48-d99416c9da88/0%2c0%2c2306%2c3817/212%2c321/0/default.jpg,1932-10-29T00:00:00,http://wellcomelibrary.org/item/b19974760#?c=0&m=472&s=0&cv=7,"The chemist and druggist, issue 2751 - 29. October 1932",b19974760,472,7
